Indicator,Definition,Notes,Disclosure,References,Score,Justification,New disclosure?
Carbon emissions,Is the amount of carbon emitted (associated with the energy used) in building the model disclosed?,"Emissions should be reported in appropriate units, which most often will be tons of carbon dioxide emitted (tCO2). Emissions should be reported to a precision of one significant figure (e.g. 500 tCO2). No form of decomposition into compute phases is required, but it should be clear whether the reported emissions is for a single model run or includes additional runs, or hyperparameter tuning, or training other models like reward models, or other steps in the model development process that generate emissions.","In Section IV-C of the technical report, IBM claims 22.2263995 tons of CO2 equivalent Carbon produced during training Granite.13b.v1.",https://www.ibm.com/downloads/cas/X9W4O6BM,1,22.2tCO2,No
Broader environmental impact,Are any broader environmental impacts from building the model besides carbon emissions disclosed?,"While the most direct environmental impact of building a foundation model is the energy used and, therefore, the potential carbon emissions, there may be other environmental impacts. For example, these may include the use of other resources such as water for cooling data centers or metals for producing specialized hardware. We recognize that there does not exist an authoritative or consensus list of broader environmental factors. For this reason, we will award this point if there is a meaningful, though potentially incomplete, discussion of broader environmental impact.",Water usage effectiveness (WUE) and related envrionmental impacts are disclosed in Section IV.C of the technical report.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
Model stages,Are all stages in the model development process disclosed?,"Stages refer to each identifiable step that constitutes a substantive change to the model during the model building process. We recognize that different developers may use different terminology for these stages, or conceptualize the stages differently. We will award this point if there is a clear and complete description of these stages.",The stages of the model pipeline are clearly described in the technical report.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
Model objectives,"For all stages that are described, is there a clear description of the associated learning objectives or a clear characterization of the nature of this update to the model?","We recognize that different developers may use different terminology for these stages, or conceptualize the stages differently. We will award this point if there is a clear description of the update to the model related to each stage, whether that is the intent of the stage (e.g. making the model less harmful), a mechanistic characterization (e.g. minimizing a specific loss function), or an empirical assessment (e.g. evaluation results conducted before and after the stage).","The model objectives are fairly clear: create a decoder-only foundation model for generative artificial intelligence (AI) tasks that are ready for enterprise use.  Each step in the model creation process relates to achieving this objective through data transparency, data governance, training, etc.",https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
Core frameworks,Are the core frameworks used for model development disclosed?,"Examples of core frameworks include Tensorflow, PyTorch, Jax, Hugging Face Transformers, Seqio, T5X, Keras, SciKit, and Triton. If there are significant internal frameworks, there should be some description of their function and/or a reasonably similar publicly-available analogue. We recognize that there does not exist an authoritative or consensus list of core frameworks. For this reason, we will award this point if there is a meaningful, though potentially incomplete, list of major frameworks for the first version of the index.",The technical report states that the FlashAttention framework along with the Adam optimizer was used for training and that the GPTNeoX 20B tokenizer was used in data engineering. ,https://www.ibm.com/downloads/cas/X9W4O6BM,1,"FlashAttention framework, Adam optimizer, GPTNeoX 20B tokenizer",No
Additional dependencies,"Are any dependencies required to build the model disclosed besides data, compute, and code?","For example, if the model depends on an external search engine, programmable APIs, or tools, this should be disclosed. We recognize that there is not widespread consensus regarding what constitutes key dependencies beyond the data, compute, and code. We will award this point only if developers give a reasonable best-effort description of any additional dependencies or make clear that no additional dependencies are required.","There are no additional dependencies discussed in the granite.13b technical report, but it is not stated explicitly that no additional dependencies are required.",https://www.ibm.com/downloads/cas/X9W4O6BM,1,"There are no additional dependencies discussed in the granite.13b technical report, but it is not stated explicitly that no additional dependencies are required.",No
Mitigations for privacy,Are any steps the developer takes to mitigate the presence of PII in the data disclosed?,"Such steps might include identifying personal information in the training data, filtering specific datasets to remove personal information, and reducing the likelihood that models will output personal information. We will award this point if the developer reports that it does not take steps to mitigate the presence of PII in the data.","In Section III-A of the technical report, IBM discloses the inclusion of data usage restrictions and sensitivity including personal information.",https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
Mitigations for copyright,Are any steps the developer takes to mitigate the presence of copyrighted information in the data disclosed?,"Such steps might include identifying copyrighted data, filtering specific datasets to remove copyrighted data, and reducing the likelihood that models will output copyrighted information. We will award this point if the developer reports that it does take steps to mitigate the presence of copyrighted information in the data.",Copyright filtering is clearly described in Section II-A of the technical report.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,For one dataset (Project Gutenberg) in section II-A they mention it's US copyright has expired. No other mitigation discussion is given for the other data.,No
Input modality,Are the input modalities for the model disclosed?,"Input modalities refer to the types or formats of information that the model can accept as input. Examples of input modalities include text, image, audio, video, tables, graphs.",The technical report discusses English large language model and includes a text-based system prompt.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,text,No
Output modality,Are the output modalities for the model disclosed?,"Output modalities refer to the types or formats of information that the model can accept as output. Examples of output modalities include text, image, audio, video, tables, graphs.",The technical report discusses English large language model and benchmarks against common text prompts.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,text,No
Model components,Are all components of the model disclosed?,"Model components refer to distinct and identifiable parts of the model. We recognize that different developers may use different terminology for model components, or conceptualize components differently. Examples include: (i) For a text-to-image model, components could refer to a text encoder and an image encoder, which may have been trained separately. (ii) For a retrieval-augmented model, components could refer to a separate retriever module.",That the model is a decoder-only based on the Transformer architecture (e.g. no retrieval module) is made clear from the description of the architecture in the model card and the technical report.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,A single-component decoder-only Transformer with no retrieval module.,No
Model size,"For all components of the model, is the associated model size disclosed?","This information should be reported in appropriate units, which generally is the number of model parameters, broken down by named component. Model size should be reported to a precision of one significant figure (e.g. 500 billion parameters for text encoder, 20 billion parameters for image encoder).","The model size is disclosed, with the Granite model being a dense model with 13B parameters.",https://www.ibm.com/downloads/cas/X9W4O6BM,1,13B parameters,No
Model architecture,Is the model architecture disclosed?,"Model architecture is the overall structure and organization of a foundation model, which includes the way in which any disclosed components are integrated and how data moves through the model during training or inference. We recognize that different developers may use different terminology for model architecture, or conceptualize the architecture differently. We will award this point for any clear, though potentially incomplete, description of the model architecture.",The technical report gives a clear description of the model architecture.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,A single-component decoder-only Transformer with no retrieval module.,No
Centralized model documentation,Is key information about the model included in a centralized artifact such as a model card?,"We recognize that different developers may share this information through different types of documentation, such as a system card or several clearly interrelated documents. We will award this point for the disclosure of any such centralized artifact that provides key information typically included in a model card, though the artifact may be longer-form than a standard model card (e.g. a technical report).",The technical report provides centralized documentation.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,The technical report provides centralized documentation.,No
External model access protocol,Is a protocol for granting external entities access to the model disclosed?,"A model access protocol refers to the steps, requirements, and considerations involved in granting authorized model access to external entities. We will award this point if the developer discloses key details of its protocol, including (i) where external entities can request access (e.g. via an access request form); (ii) explicit criteria for selecting external entities; and (iii) a transparent decision on whether access has been granted within a specified, reasonable period of time.",IBM makes the model available to the public via a free trial of watsonx.ai.,https://www.ibm.com/products/watsonx-ai/foundation-models,1,The model can be access via watsonx.ai and is available to the public.,No
Blackbox external model access,Is black box model access provided to external entities?,"Black box model access refers to the ability to query the model with inputs and receive outputs, potentially without further access. Examples of external entities that might be granted access include researchers, third-party auditors, and regulators. We will award this point for any reasonable access level: direct access to the model weights, an interface to query the model, a developer-mediated access program where developers can inspect requests, etc. Developers may receive this point even if there are rate-limits on the number of queries permitted to an external entity and restrictions on the external entities that are permitted access, insofar as these limits and restrictions are transparent.",Blackbox querying is available via watsonx.ai ,https://www.ibm.com/products/watsonx-ai/foundation-models,1,,No
Full external model access,Is full model access provided to external entities?,"Full model access refers to the ability to access the model via the release of model weights. Developers may receive this point even if there are some restrictions on the external entities that are permitted access (e.g. geographic restrictions), insofar as these restrictions are transparent (e.g. via some high-level description of who has been granted access to the foundation model).",The model weights are not openly accessible.,,0,,No
Capabilities description,Are the model's capabilities described?,"Capabilities refer to the specific and distinctive functions that the model can perform. We recognize that different developers may use different terminology for capabilities, or conceptualize capabilities differently. We will award this point for any clear, but potentially incomplete, description of the multiple capabilities.","In Section I-A of the technical paper, there is an overview of the capabilities of granite.13b.  ",https://www.ibm.com/downloads/cas/X9W4O6BM,1,"Model capabilities include retrieval-augmented generation, summarization, content generation, named entity recognition, insight extraction, and classification.",No
Capabilities demonstration,Are the model’s capabilities demonstrated?,"Demonstrations refer to illustrative examples or other forms of showing the model's capabilities that are legible or understandable for the general public, without requiring specific technical expertise. We recognize that different developers may use different terminology for capabilities, or conceptualize capabilities differently. We will award this point for clear demonstrations of multiple capabilities.",Several capabilities are demonstrated in Section V and Appendix C of the technical report.,https://www.ibm.com/downloads/cas/X9W4O6BM,0,Model capabilities are not sufficiently demonstrated in the technical report.,No
Evaluation of capabilities,"Are the model’s capabilities rigorously evaluated, with the results of these evaluations reported prior to or concurrent with the initial release of the model?","Rigorous evaluations refer to precise quantifications of the model's behavior in relation to its capabilities. We recognize that capabilities may not perfectly align with evaluations, and that different developers may associate capabilities with evaluations differently. We will award this point for clear evaluations of multiple capabilities. For example, this may include evaluations of world knowledge, reasoning, state tracking or other such proficiencies. Or it may include the measurement of average performance (e.g. accuracy, F1) on benchmarks for specific tasks (e.g. text summarization, image captioning). We note that evaluations on standard broad-coverage benchmarks are likely to suffice for this indicator, though they may not if the model's capabilities are presented as especially unusual such that standard evaluations will not suffice.","Extensive evaluations of capabilities on standard reproducible benchmarks (e.g. MMLU, HellaSwag, BoolQ).",https://www.ibm.com/downloads/cas/X9W4O6BM,1,"The model is evaluated on standard capability benchmarks (e.g. MMLU,  HellaSwag).",No
External reproducibility of capabilities evaluation,Are the evaluations of the model’s capabilities reproducible by external entities?,"For an evaluation to be reproducible by an external entity, we mean that the associated data is either (i) publicly available or (ii) described sufficiently such that a reasonable facsimile can be constructed by an external entity. In addition, the evaluation protocol should be sufficiently described such that if the evaluation is reproduced, any discrepancies with the developer's results can be resolved. We recognize that there does not exist an authoritative or consensus standard for what is required for an evaluation to be deemed externally reproducible. Evaluations on standard benchmarks are assumed to be sufficiently reproducible for the purposes of this index. We will award this point for reproducibility of multiple disclosed evaluations. In the event that an evaluation is not reproducible, a justification by the model developer for why it is not possible for the evaluation to be made reproducible may be sufficient to score this point.","Extensive evaluations of capabilities on standard reproducible benchmarks (e.g. MMLU, HellaSwag, BoolQ).",https://www.ibm.com/downloads/cas/X9W4O6BM,1,"The model is evaluated on standard capability benchmarks (e.g. MMLU,  HellaSwag).",No
Third party capabilities evaluation,Are the model’s capabilities evaluated by third parties?,"By third party, we mean entities that are significantly or fully independent of the developer. We will award this point if (i) a third party has conducted an evaluation of model capabilities, (ii) the results of this evaluation are publicly available, and (iii) these results are disclosed or referred to in the developer’s materials.",,,0,,No
Limitations description,Are the model's limitations disclosed?,"Limitations refer to the specific and distinctive functions that the model cannot perform (e.g. the model cannot answer questions about current events as it only contains data up to a certain time cutoff, the model is not very capable when it comes to a specific application). We recognize that different developers may use different terminology for limitations, or conceptualize limitations differently. We will award this point for any clear, but potentially incomplete, description of multiple limitations.",Section VIII of the technical report lists several areas of future work that state the specific limitation that IBM is aiming to overcome.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
Limitations demonstration,Are the model’s limitations demonstrated?,"Demonstrations refer to illustrative examples or other forms of showing the limitations that are legible or understandable for the general public, without requiring specific technical expertise. We recognize that different developers may use different terminology for limitations, or conceptualize the limitations differently. We will award this point for clear demonstrations of multiple limitations.",Appenix C of the technical report provides examples of model limitations.,https://www.ibm.com/downloads/cas/X9W4O6BM,0,Model limitations are not sufficiently demonstrated in the technical report.,No
Third party evaluation of limitations,Can the model’s limitations be evaluated by third parties?,"By third parties, we mean entities that are significantly or fully independent of the model developers. In contrast to the third party evaluation indicators for capabilities and risks, we will award this point if third party evaluations are possible even if no third party has yet conducted them. Such evaluations are possible if, for example, the model is deployed via an API (or with open weights) and there are no restrictions on evaluating limitations (e.g. in the usage policy). ",Since the model is accessible to the public via watsonx and  third-party evaluation should be possible and no restrictions imposed in license.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,API access is provided without restrictions on evaluating the model for limitations.,No
Risks description,Are the model's risks disclosed?,"Risks refer to possible negative consequences or undesirable outcomes that can arise from the model's deployment and usage. This indicator requires disclosure of risks that may arise in the event of both (i) intentional (though possibly careless) use, such as bias or hallucinations and (ii) malicious use, such as fraud or disinformation. We recognize that different developers may use different terminology for risks, or conceptualize risks differently. We will award this point for any clear, but potentially incomplete, description of multiple risks.","Risks are described extensively, spanning both many forms of unintentional harm (e.g. bias, toxicity) and intentional harm (e.g. disinformation). ",https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
Risks demonstration,Are the model’s risks demonstrated?,"Demonstrations refer to illustrative examples or other forms of showing the risks that are legible or understandable for the general public, without requiring specific technical expertise. This indicator requires demonstration of risks that may arise in the event of both (i) intentional (though possibly careless) use, such as biases or hallucinations and (ii) malicious use, such as fraud or disinformation. We recognize that different developers may use different terminology for risks, or conceptualize risks differently. We will award this point for clear demonstrations of multiple risks.",There are a few examples in Appendix B of the technical report that demonstrate risks.,https://www.ibm.com/downloads/cas/X9W4O6BM,0,"These are examples of refusals, not risks",No
Unintentional harm evaluation,"Are the model’s risks related to unintentional harm rigorously evaluated, with the results of these evaluations reported prior to or concurrent with the initial release of the model?","Rigorous evaluations refer to precise quantifications of the model's behavior in relation to such risks. Unintentional harms include bias, toxicity, and issues relating to fairness. We recognize that unintended harms may not perfectly align with risk evaluations, and that different developers may associate risks with evaluations differently. We will award this point for clear evaluations of multiple such risks. We note that evaluations on standard broad-coverage benchmarks are likely to suffice for this indicator, though they may not if the model's risks related to unintentional harm are presented as especially unusual or severe.",TruthfulQA evaluation of unintentional harms in Table III of the technical report.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
External reproducibility of unintentional harm evaluation,Are the evaluations of the model’s risks related to unintentional harm reproducible by external entities?,"For an evaluation to be reproducible by an external entity, we mean that the associated data is either (i) publicly available or (ii) described sufficiently such that a reasonable facsimile can be constructed by the external entity. In addition, the evaluation protocol should be sufficiently described such that if the evaluation is reproduced, any discrepancies with the developer's results can be resolved. We recognize that there does not exist an authoritative or consensus standard for what is required for an evaluation to be deemed externally reproducible. Evaluations on standard benchmarks are assumed to be sufficiently reproducible for the purposes of this index. We will award this point for reproducibility of multiple disclosed evaluations. In the event that an evaluation is not reproducible, a justification by the developer for why it is not possible for the evaluation to be made reproducible may suffice.",TruthfulQA is a reproducible evaluation of unintentional harms in Table III of the technical paper.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,TruthfulQA is a standard benchmark that is presumed to be reproducible,No
Intentional harm evaluation,"Are the model’s risks related to intentional harm rigorously evaluated, with the results of these evaluations reported prior to or concurrent with the initial release of the model?.","Rigorous evaluations refer to precise quantifications of the model's behavior in relation to such risks. Intentional harms include fraud, disinformation, scams, cybersecurity attacks, designing weapons or pathogens, and uses of the model for illegal purposes. We recognize that unintentional harms may not perfectly align with risk evaluations, and that different developers may associate risks with evaluations differently. We will award this point for clear evaluations of multiple such risks. We note that evaluations on standard broad-coverage benchmarks are likely to suffice for this indicator, though they may not if the model's risks related to unintentional harm are presented as especially unusual or severe.",Section VI of the technical paper describes IBM’s evaluation against potential harms and risks including intention misuse of inference to deceptively generate content.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
External reproducibility of intentional harm evaluation,Are the evaluations of the model’s risks related to intentional harm reproducible by external entities?,"For an evaluation to be reproducible by an external entity, we mean that the associated data is either (i) publicly available or (ii) described sufficiently such that a reasonable facsimile can be constructed by the external entity. In addition, the evaluation protocol should be sufficiently described such that if the evaluation is reproduced, any discrepancies with the developer's results can be resolved. We recognize that there does not exist an authoritative or consensus standard for what is required for an evaluation to be deemed externally reproducible. Evaluations on standard benchmarks are assumed to be sufficiently reproducible for the purposes of this index. We will award this point for reproducibility of multiple disclosed evaluations. In the event that an evaluation is not reproducible, a justification by the model developer for why it is not possible for the evaluation to be made reproducible may suffice.","In the technical report, IBM references specific externalized benchmarks including SocialStigmaQA and AttaQ that can be used to evaluate the model's risks related to intentional harm.",https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
Third party risks evaluation,Are the model’s risks evaluated by third parties?,"By third party, we mean entities that are significantly or fully independent of the developer. A third party risk evaluation might involve the developer allowing a third party to choose a methodology for evaluating risks that differs from that of the developer. We will award this point if (i) a third party has conducted an evaluation of model risks, (ii) the results of this evaluation are publicly available, and (iii) these results are disclosed or referred to in the developer’s materials. If the results are not made public (but are disclosed to have been conducted) and/or the results are not discoverable in the developer’s materials, we will not award this point. We may accept a justification from either the third party or the developer for why part of the evaluation is not disclosed in relation to risks.",,,0,,No
Mitigations description,Are the model mitigations disclosed?,"By model mitigations, we refer to interventions implemented by the developer at the level of the model to reduce the likelihood and/or the severity of the model’s risks. We recognize that different developers may use different terminology for mitigations, or conceptualize mitigations differently. We will award this point for any clear, but potentially incomplete, description of multiple mitigations associated with the model's risks. Alternatively, we will award this point if the developer reports that it does not mitigate risk.","In Section VI of the technical report, IBM describes that through fine-tuning they have encouraged prosocial and less harmful model behavior with the aim to mitigate certain aspects of misuse and value alignment risks ",https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
Mitigations demonstration,Are the model mitigations demonstrated?,"Demonstrations refer to illustrative examples or other forms of showing the mitigations that are legible or understandable for the general public, without requiring specific technical expertise. We recognize that different developers may use different terminology for mitigations, or conceptualize mitigations differently. We will award this point for clear demonstrations of multiple mitigations. We will also award this point if the developer reports that it does not mitigate the risks associated with the model.","The mitigation techniques used in granite.13b.chat are clearly visible in Tables IV and V, which show the improved performance over granite.13b.instruct.",https://www.ibm.com/downloads/cas/X9W4O6BM,0,"This is a way of evaluating the mitigations, not demonstrating them",No
Mitigations evaluation,"Are the model mitigations rigorously evaluated, with the results of these evaluations reported?",Rigorous evaluations refer to precise quantifications of the model's behavior in relation to the mitigations associated with its risks. We will award this point for clear evaluations of multiple mitigations.,The evaluation of the mitigation techniques used in granite.13b.chat are visible in Table III when compared to performance of granite.13b.instruct.,https://www.ibm.com/downloads/cas/X9W4O6BM,1,,No
