Indicator,Definition,Notes,Disclosure,References,Score,Justification,New disclosure?
Third party partners,Are the third parties who were or are involved in the development of the model disclosed?,This indicator is inclusive of partnerships that go beyond data labor as there may be third party partners at various stages in the model development process. We will award this point if the developer reports that it was the sole entity involved in the development of the model.,"The full list of collaborators are listed with their organization affilation as authors to the paper for ""StarCoder: May the source be with you!"".

Additionally, sec. 1.2.1. mentions two organizations, names of researchers, and involving the broader scientifiic community (without specifying who in the community) ""The idea for the BigCode Project came about in Utrecht during a discussion initiated by Harm de
Vries (ServiceNow Research) with Thomas Wolf (Hugging Face). Inspired by the BigScience Project,
Harm recognized the shared vision of ServiceNow and Hugging Face to responsibly develop open and
responsible large language models for code, and approached Thomas to explore the idea of a jointly
led open-scientific collaboration with the global machine learning and open source communities. As
it turns out, the visions were indeed aligned, and work got started to initiate the project.
A research collaboration agreement between ServiceNow and Hugging Face created the enabling
framework for the project, and set out the terms for rallying the broader scientific community at large
to work towards developing, training, exploring, and releasing large foundation models for code.""
Sec. 1.2.2 provides more statistics about the participants.","https://arxiv.org/pdf/2305.06161.pdf

https://arxiv.org/pdf/2312.03872.pdf",1,,No
Queryable external data access,Are external entities provided with queryable access to the data used to build the model?,"We will award this point for any reasonable mechanism for providing access: direct access to the data, an interface to query the data, a developer-mediated access program where developers can inspect requests, etc. Developers may receive this point even if there are rate-limits on the number of queries permitted to an external entity and restrictions on which external entities are given access, insofar as these limits and restrictions are transparent and ensure a reasonable amount of external access. We may accept justifications for prohibiting queries of specific parts of the data.","We provide a search index, data portraits, and metadata-based membership checking as well as direct access to the dataset","https://huggingface.co/datasets/bigcode/starcoderdata

https://stack.dataportraits.org/ 

https://huggingface.co/spaces/bigcode/in-the-stack ",1,,No
Direct external data access,Are external entities provided with direct access to the data used to build the model?,"We will award this point if external entities can directly access the data without any form of gating from the developer. With that said, we may award this point if the developer provides justifications for prohibiting access to specific parts of the data or to unauthorized external entities.",StarcoderData is the pre-processed data used for training,"
https://huggingface.co/spaces/bigcode/in-the-stack
",1,,No
Compute usage,Is the compute required for building the model disclosed?,"Compute should be reported in appropriate units, which most often will be floating point operations (FLOPS). Compute should be reported to a precision of one significant figure (e.g. 5 x $10^{25}$ FLOPS). We will award this point even if there is no decomposition of the reported compute usage into compute phases, but it should be clear whether the reported compute usage is for a single model run or includes additional runs, or hyperparameter tuning, or training other models like reward models, or other steps in the model development process that necessitate compute expenditure.",8.46E+22 flops,Disclosed as part of FMTI v1.1,1,8.46E+22 flops,Yes
Development duration,Is the amount of time required to build the model disclosed?,"The continuous duration of time required to build the model should be reported in weeks, days, or hours to a precision of one significant figure (e.g. 3 weeks). No form of decomposition into phases of building the model is required for this indicator, but it should be clear what the duration refers to (e.g. training the model, training and subsequent evaluation and red teaming).","11,208 hours",Disclosed as part of FMTI v1.1,1,"11,208 hours",Yes
Compute hardware,"For the primary hardware used to build the model, is the amount and type of hardware disclosed?","In most cases, this indicator will be satisfied by information regarding the number and type of GPUs or TPUs used to train the model. The number of hardware units should be reported to a precision of one significant figure (e.g. 800 NVIDIA H100 GPUs). We will not award this point if (i) the training hardware generally used by the developer is disclosed, but the specific hardware for the given model is not, or (ii) the training hardware is disclosed, but the amount of hardware is not. We will award this point even if information about the interconnects between hardware units is not disclosed.",Section 1.2.5 Supporting resources and funding of The BigCode Project Governance Card provides these details -> 512 NVIDIA A100 80GB GPUs distributed across 64 nodes.,https://arxiv.org/pdf/2312.03872.pdf,1,512 NVIDIA A100 80GB GPUs,No
Hardware owner,"For the primary hardware used in building the model, is the owner of the hardware disclosed?","For example, the hardware owner may be the model developer in the case of a self-owned cluster, a cloud provider like Microsoft Azure, Google Cloud Platform, or Amazon Web Services, or a national supercomputer. In the event that hardware is owned by multiple sources or is highly decentralized, we will award this point if a developer makes a reasonable effort to describe the distribution of hardware owners.",Section 1.2.5 Supporting resources and funding of The BigCode Project Governance Card provides these details -> Hugging Face,https://arxiv.org/pdf/2312.03872.pdf,1,Hugging Face,No
Energy usage,Is the amount of energy expended in building the model disclosed?,"Energy usage should be reported in appropriate units, which most often will be megawatt-hours (mWh). Energy usage should be reported to a precision of one significant figure (e.g. 500 mWh). No form of decomposition into compute phases is required, but it should be clear whether the reported energy usage is for a single model run or includes additional runs, or hyperparameter tuning, or training other models like reward models, or other steps in the model development process that necessitate energy usage.","Section 5.7 of StarCoder: may the source be with you! states:

StarCoderBase We report the carbon footprint (Lacoste et al., 2019) of training StarCoderBase. Based on the total number of GPU hours that training took (320,256) and an average power usage of 280W per GPU, this adds up to 89671.68 kWh of electricity consumed during the training process. Multiplied by the carbon intensity of the energy of the us-west-2 AWS location (0.15495 kgCO2e per kWh) and the average Power Usage Effectiveness of 1.2 across AWS datacenters, this results in 16.68 tonnes of CO2eq emitted.
StarCoder The fine-tuned model adds 3.5% of training time, which translates to an additional estimated emission of 0.58 tonnes of CO2eq.",https://arxiv.org/pdf/2305.06161.pdf,1,89671.68 kWh,No
Carbon emissions,Is the amount of carbon emitted (associated with the energy used) in building the model disclosed?,"Emissions should be reported in appropriate units, which most often will be tons of carbon dioxide emitted (tCO2). Emissions should be reported to a precision of one significant figure (e.g. 500 tCO2). No form of decomposition into compute phases is required, but it should be clear whether the reported emissions is for a single model run or includes additional runs, or hyperparameter tuning, or training other models like reward models, or other steps in the model development process that generate emissions.","Section 5.7 of StarCoder: may the source be with you! states:

StarCoderBase We report the carbon footprint (Lacoste et al., 2019) of training StarCoderBase. Based on the total number of GPU hours that training took (320,256) and an average power usage of 280W per GPU, this adds up to 89671.68 kWh of electricity consumed during the training process. Multiplied by the carbon intensity of the energy of the us-west-2 AWS location (0.15495 kgCO2e per kWh) and the average Power Usage Effectiveness of 1.2 across AWS datacenters, this results in 16.68 tonnes of CO2eq emitted.
StarCoder The fine-tuned model adds 3.5% of training time, which translates to an additional estimated emission of 0.58 tonnes of CO2eq.",https://arxiv.org/pdf/2305.06161.pdf,1,17.25tCO2,No
Broader environmental impact,Are any broader environmental impacts from building the model besides carbon emissions disclosed?,"While the most direct environmental impact of building a foundation model is the energy used and, therefore, the potential carbon emissions, there may be other environmental impacts. For example, these may include the use of other resources such as water for cooling data centers or metals for producing specialized hardware. We recognize that there does not exist an authoritative or consensus list of broader environmental factors. For this reason, we will award this point if there is a meaningful, though potentially incomplete, discussion of broader environmental impact.","Section 1.2.5 Supporting resources and funding of The BigCode Project Governance Card also includes comparisons of the Power Usage Effectiveness and Carbon Intensity of both the ServiceNow Montreal, and the Hugging Face AWS datacenters.","https://arxiv.org/pdf/2312.03872.pdf

https://huggingface.co/datasets/bigcode/governance-card ",1,"The disclosure of Power Usage Effectiveness and locations of each of the datacenters (ServiceNow Montreal vs. Hugging Face AWS) allows for understanding.  By comparing the PUE values of different datacenters, one can gauge which datacenter is more energy-efficient and therefore has a smaller environmental footprint for the same amount of compute.",No
Model stages,Are all stages in the model development process disclosed?,"Stages refer to each identifiable step that constitutes a substantive change to the model during the model building process. We recognize that different developers may use different terminology for these stages, or conceptualize the stages differently. We will award this point if there is a clear and complete description of these stages.","See section 5 Model Training from the paper ""StarCoder: May the source be with you!"" for details",https://www.bigcode-project.org/docs/about/timeline/,1,Paper provides extensive details on model stages,No
Model objectives,"For all stages that are described, is there a clear description of the associated learning objectives or a clear characterization of the nature of this update to the model?","We recognize that different developers may use different terminology for these stages, or conceptualize the stages differently. We will award this point if there is a clear description of the update to the model related to each stage, whether that is the intent of the stage (e.g. making the model less harmful), a mechanistic characterization (e.g. minimizing a specific loss function), or an empirical assessment (e.g. evaluation results conducted before and after the stage).","As described in the paper ""StarCoder: may the source be with you!"", the StarCoder takes several important steps towards a safe open-access model release, including an improved PII redaction pipeline and a novel attribution tracing tool, and make the StarCoder models publicly available under a more commercially viable version of the Open Responsible AI Model license.","https://www.bigcode-project.org/docs/about/mission/ 

See linked threads in https://www.bigcode-project.org/docs/about/timeline/

https://arxiv.org/pdf/2312.03872.pdf",1,"We trained a 15.5B parameter model with the same architecture as SantaCoder (Ben Allal et al., 2023). It is a
decoder-only Transformer with Multi-Query-Attention (MQA; Shazeer, 2019), and learned absolute positional
embeddings. We also apply Fill-in-the-Middle (FIM; Bavarian et al., 2022) transformations to the training
data, see Section 5.1. We used FlashAttention (Dao et al., 2022) to speed up the attention computation and
reduce its memory footprint, allowing us to scale to a 8K context length. To make FlashAttention work
with MQA during training, we simply expand the key and value before calling the attention kernel.",No
Core frameworks,Are the core frameworks used for model development disclosed?,"Examples of core frameworks include Tensorflow, PyTorch, Jax, Hugging Face Transformers, Seqio, T5X, Keras, SciKit, and Triton. If there are significant internal frameworks, there should be some description of their function and/or a reasonably similar publicly-available analogue. We recognize that there does not exist an authoritative or consensus list of core frameworks. For this reason, we will award this point if there is a meaningful, though potentially incomplete, list of major frameworks for the first version of the index.","See section 5.6 Multi-Node GPU Setup from the paper ""StarCoder: May the source be with you!"" for details","https://arxiv.org/pdf/2305.06161.pdf

All development code is public, see required libraries in https://github.com/bigcode-project",1,All frameworks are disclosed in public codebase including Megatron-LM.,No
Additional dependencies,"Are any dependencies required to build the model disclosed besides data, compute, and code?","For example, if the model depends on an external search engine, programmable APIs, or tools, this should be disclosed. We recognize that there is not widespread consensus regarding what constitutes key dependencies beyond the data, compute, and code. We will award this point only if developers give a reasonable best-effort description of any additional dependencies or make clear that no additional dependencies are required.",All development code is public,See required libraries in https://github.com/bigcode-project,1,All dependencies are disclosed in public codebase.,No
Mitigations for privacy,Are any steps the developer takes to mitigate the presence of PII in the data disclosed?,"Such steps might include identifying personal information in the training data, filtering specific datasets to remove personal information, and reducing the likelihood that models will output personal information. We will award this point if the developer reports that it does not take steps to mitigate the presence of PII in the data.","The project includes StarPII, an NER model trained to detect Personal Identifiable Information (PII) in code datasets. This model is used to mask PII in the bigcode large model training. Section 4 of the second document further presents a number of experiments that have been conducted to best handle PII.","ttps://huggingface.co/bigcode/starpii ; 

https://arxiv.org/pdf/2305.06161.pdf ",1,"The project includes StarPII, an NER model trained to detect Personal Identifiable Information (PII) in code datasets. This model is used to mask PII in the bigcode large model training. Section 4 of the second document further presents a number of experiments that have been conducted to best handle PII.",No
Mitigations for copyright,Are any steps the developer takes to mitigate the presence of copyrighted information in the data disclosed?,"Such steps might include identifying copyrighted data, filtering specific datasets to remove copyrighted data, and reducing the likelihood that models will output copyrighted information. We will award this point if the developer reports that it does take steps to mitigate the presence of copyrighted information in the data.","StarCoder was trained on a subset of The Stack v1.2 dataset. This dataset has been filtered using a license detector to only include permissively licensed source code. Nevertheless, the license detector might have incorrectly classified a number of repositories. See Kocetkov et al. (2022) for more details on this license detection process. Besides, an opt-out process has been put in place if a copyright owner chooses to opt out from the dataset.",https://arxiv.org/pdf/2305.06161.pdf,1,"StarCoder was trained on a subset of The Stack v1.2 dataset. This dataset has been filtered using a license detector to only include permissively licensed source code. Nevertheless, the license detector might have incorrectly classified a number of repositories. See Kocetkov et al. (2022) for more details on this license detection process. Besides, an opt-out process has been put in place if a copyright owner chooses to opt out from the dataset.",No
Input modality,Are the input modalities for the model disclosed?,"Input modalities refer to the types or formats of information that the model can accept as input. Examples of input modalities include text, image, audio, video, tables, graphs.","Yes, this is explained in the model card, and in E.3 Improving Code Generation with Prompting in the paper ""StarCoder: May the source be with you"".","https://huggingface.co/bigcode/starcoder

https://arxiv.org/pdf/2305.06161.pdf",1,Code,No
Output modality,Are the output modalities for the model disclosed?,"Output modalities refer to the types or formats of information that the model can accept as output. Examples of output modalities include text, image, audio, video, tables, graphs.","Yes, this is explained in the model card, and in E.3 Improving Code Generation with Prompting in the paper ""StarCoder: May the source be with you"".","https://huggingface.co/bigcode/starcoder

https://arxiv.org/pdf/2305.06161.pdf",1,Code,No
Model components,Are all components of the model disclosed?,"Model components refer to distinct and identifiable parts of the model. We recognize that different developers may use different terminology for model components, or conceptualize components differently. Examples include: (i) For a text-to-image model, components could refer to a text encoder and an image encoder, which may have been trained separately. (ii) For a retrieval-augmented model, components could refer to a separate retriever module.","See section 5 Model training in the paper ""StarCoder: May the source be with you"".","https://huggingface.co/bigcode/starcoder

https://arxiv.org/pdf/2305.06161.pdf",1,"We trained a 15.5B parameter model with the same architecture as SantaCoder (Ben Allal et al., 2023). It is a
decoder-only Transformer with Multi-Query-Attention (MQA; Shazeer, 2019), and learned absolute positional
embeddings. We also apply Fill-in-the-Middle (FIM; Bavarian et al., 2022) transformations to the training
data, see Section 5.1. We used FlashAttention (Dao et al., 2022) to speed up the attention computation and
reduce its memory footprint, allowing us to scale to a 8K context length. To make FlashAttention work
with MQA during training, we simply expand the key and value before calling the attention kernel.",No
Model size,"For all components of the model, is the associated model size disclosed?","This information should be reported in appropriate units, which generally is the number of model parameters, broken down by named component. Model size should be reported to a precision of one significant figure (e.g. 500 billion parameters for text encoder, 20 billion parameters for image encoder).","See section 5 Model training in the paper ""StarCoder: May the source be with you"".","https://huggingface.co/bigcode/starcoder

https://arxiv.org/pdf/2305.06161.pdf",1,15.5B parameters,No
Model architecture,Is the model architecture disclosed?,"Model architecture is the overall structure and organization of a foundation model, which includes the way in which any disclosed components are integrated and how data moves through the model during training or inference. We recognize that different developers may use different terminology for model architecture, or conceptualize the architecture differently. We will award this point for any clear, though potentially incomplete, description of the model architecture.","See section 5.4 Model Architecture in the paper ""StarCoder: May the source be with you"".",https://arxiv.org/pdf/2305.06161.pdf,1,"We trained a 15.5B parameter model with the same architecture as SantaCoder (Ben Allal et al., 2023). It is a
decoder-only Transformer with Multi-Query-Attention (MQA; Shazeer, 2019), and learned absolute positional
embeddings. We also apply Fill-in-the-Middle (FIM; Bavarian et al., 2022) transformations to the training
data, see Section 5.1. We used FlashAttention (Dao et al., 2022) to speed up the attention computation and
reduce its memory footprint, allowing us to scale to a 8K context length. To make FlashAttention work
with MQA during training, we simply expand the key and value before calling the attention kernel.",No
Centralized model documentation,Is key information about the model included in a centralized artifact such as a model card?,"We recognize that different developers may share this information through different types of documentation, such as a system card or several clearly interrelated documents. We will award this point for the disclosure of any such centralized artifact that provides key information typically included in a model card, though the artifact may be longer-form than a standard model card (e.g. a technical report).",See the model card on Hugging Face and the paper introducing the model,"https://huggingface.co/bigcode/starcoder

https://arxiv.org/abs/2305.06161 ",1,Model card is available,No
External model access protocol,Is a protocol for granting external entities access to the model disclosed?,"A model access protocol refers to the steps, requirements, and considerations involved in granting authorized model access to external entities. We will award this point if the developer discloses key details of its protocol, including (i) where external entities can request access (e.g. via an access request form); (ii) explicit criteria for selecting external entities; and (iii) a transparent decision on whether access has been granted within a specified, reasonable period of time.","Users are presented with the following: ""You need to agree to share your contact information to access this model
This repository is publicly accessible, but you have to accept the conditions to access its files and content.
Model License Agreement

Please read the BigCode OpenRAIL-M license agreement before accepting it.""",https://huggingface.co/bigcode/starcoder,1,"Clear model access protocol involving access form, license agreement, and public repository for weights.",No
Blackbox external model access,Is black box model access provided to external entities?,"Black box model access refers to the ability to query the model with inputs and receive outputs, potentially without further access. Examples of external entities that might be granted access include researchers, third-party auditors, and regulators. We will award this point for any reasonable access level: direct access to the model weights, an interface to query the model, a developer-mediated access program where developers can inspect requests, etc. Developers may receive this point even if there are rate-limits on the number of queries permitted to an external entity and restrictions on the external entities that are permitted access, insofar as these limits and restrictions are transparent.","There is a demo to generate text and code with the following StarCoder models:

StarCoderPlus: A finetuned version of StarCoderBase on English web data, making it strong in both English text and code generation.
StarCoderBase: A code generation model trained on 80+ programming languages, providing broad language coverage for code generation tasks.
StarCoder: A finetuned version of StarCoderBase specifically focused on Python, while also maintaining strong performance on other programming languages.",https://huggingface.co/spaces/bigcode/bigcode-playground,1,Weights are available.,No
Full external model access,Is full model access provided to external entities?,"Full model access refers to the ability to access the model via the release of model weights. Developers may receive this point even if there are some restrictions on the external entities that are permitted access (e.g. geographic restrictions), insofar as these restrictions are transparent (e.g. via some high-level description of who has been granted access to the foundation model).",These are available on Hugging Face,"http://hf.co/bigcode

e.g. https://huggingface.co/bigcode/starcoder and https://huggingface.co/bigcode/starcoderbase (15B models) + we have 1, 3, 7b models as well",1,Weights are available.,No
